Opening log at 2016-05-07 20:53:43.740342
[2016-05-08 03:06:06.302464] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:06.512492] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:06.552230] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:06.762658] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:06.852742] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:07.062816] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:07.101700] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:07.291002] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:07.412090] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:07.621663] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:08.539716] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:08.539794] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:08.539880] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:08.539994] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:08.540032] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:08.548570] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:08.584981] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:08.752995] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:08.803345] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:08.992402] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:09.091744] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:09.283023] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:09.321400] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:09.491326] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:09.601453] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:09.809066] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:09.829345] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:10.022958] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:10.119675] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:10.328412] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:10.337985] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:10.517789] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:10.606790] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:10.816945] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:10.826428] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:11.005993] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:11.104914] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:11.323917] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:11.344854] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:11.534558] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:11.613851] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:11.804612] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:11.815493] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:11.994560] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:12.142634] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:12.331446] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:12.413005] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:12.581968] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:12.683650] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:13.152637] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:13.231309] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:13.440388] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:13.479187] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:13.679679] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:13.800807] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:14.010831] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:14.030823] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:14.220384] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:14.298870] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:14.537723] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:14.548379] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:14.768351] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:14.787439] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:14.957693] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:14.997348] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:15.167423] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:15.226012] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:15.416158] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:15.475057] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:15.666343] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:15.724767] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:15.984327] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:16.003585] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:16.194155] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:16.253096] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:16.483425] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:16.503271] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:16.672598] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:16.762161] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:16.971010] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:16.990604] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:17.179352] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:17.241372] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:17.450675] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:17.519662] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:17.690033] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:17.748702] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:17.938108] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:17.979209] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:18.148212] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:18.248215] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:18.458414] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:18.586674] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:18.776805] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:18.936007] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:19.166835] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:19.257401] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:19.445652] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:19.504802] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:19.716042] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:19.775297] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:19.964834] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:20.056366] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:20.243918] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:20.283878] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:20.454658] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:20.573077] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:20.783182] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:20.823425] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:21.012934] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:21.051765] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:21.221360] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:21.250693] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:21.422169] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:21.481118] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:22.539876] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:22.539955] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:22.539986] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:22.540014] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:22.540054] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:22.540122] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:22.570037] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:22.677978] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:22.888134] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:22.927336] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:23.116863] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:23.155668] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:23.324798] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:23.405317] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:23.596486] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:23.635696] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:23.834497] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:23.875595] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:24.105147] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:24.114877] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:24.335190] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:24.353919] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:24.562888] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:24.613015] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:24.842989] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:24.903187] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:25.074176] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:25.111940] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:25.261562] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:25.362710] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:25.472676] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:25.572572] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:25.682371] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:25.881796] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:25.911723] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:27.040500] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:27.040567] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:27.040592] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:27.040613] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:27.040633] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:27.040654] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:27.068288] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:27.188006] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:27.236999] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:27.447586] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:27.507588] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:27.717794] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:27.757554] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:27.925502] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:27.945679] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:28.116544] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:28.156509] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:28.327786] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:28.336581] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:28.498074] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:28.535280] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:29.540947] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:29.541233] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:29.541299] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:29.541331] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:29.541359] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:29.547346] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:29.592988] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:29.633186] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:29.821738] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:29.863213] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:30.013105] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:30.112578] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:30.263300] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:30.333333] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:30.452683] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:30.522547] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:30.644480] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:31.539184] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:31.539240] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:31.539258] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:31.539274] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:31.539289] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:31.539305] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:31.564674] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:31.581775] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:31.592586] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:31.652111] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:31.720696] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:31.931381] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:31.949697] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:32.081324] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:32.120419] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:33.040213] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:33.040350] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:33.040398] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:33.040426] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:33.040456] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:33.045066] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:33.081357] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:33.091317] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:33.150493] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:33.190715] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:34.039399] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:34.039479] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:34.039511] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:34.039537] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:34.039563] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:34.039590] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:34.067070] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:34.076213] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:34.214772] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:34.226493] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:34.413902] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:34.424330] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:34.562428] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:34.573523] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:34.732990] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:34.772986] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:34.921030] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:34.940694] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:35.091648] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:35.131204] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:35.301295] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:35.341369] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:35.471406] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:35.511399] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:35.641510] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:35.679848] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:35.829848] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:35.871219] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:37.040692] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:37.040770] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:37.040818] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:37.040903] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:37.040963] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:37.041015] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:37.048340] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:37.084050] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:37.203529] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:37.223841] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:37.363561] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:38.039394] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:38.039473] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:38.039505] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:38.039532] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:38.039561] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:38.121569] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:39.922294] <172.16.103.57:60269>: Pressed f
[2016-05-08 03:06:40.242530] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:40.540889] <172.16.103.57:60269>: Pressed k
[2016-05-08 03:06:40.911803] <172.16.103.57:60269>: Released k
[2016-05-08 03:06:40.922357] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:40.931390] <172.16.103.57:60269>: Released f
[2016-05-08 03:06:41.312055] <172.16.103.57:60269>: Pressed k
[2016-05-08 03:06:41.351593] <172.16.103.57:60269>: Released k
[2016-05-08 03:06:41.930483] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:42.019684] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:06:43.038824] <172.16.103.57:60269>: Released e
[2016-05-08 03:06:43.038903] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:43.038981] <172.16.103.57:60269>: Pressed f
[2016-05-08 03:06:43.397520] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:06:43.528104] <172.16.103.57:60269>: Released f
[2016-05-08 03:06:43.797484] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:43.927222] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:44.539144] <172.16.103.57:60269>: Released e
[2016-05-08 03:06:44.539261] <172.16.103.57:60269>: Pressed c
[2016-05-08 03:06:44.539303] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:44.539331] <172.16.103.57:60269>: Released c
[2016-05-08 03:06:44.539358] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:44.539385] <172.16.103.57:60269>: Pressed f
[2016-05-08 03:06:44.567108] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:44.586682] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:44.656794] <172.16.103.57:60269>: Pressed r
[2016-05-08 03:06:44.865801] <172.16.103.57:60269>: Released f
[2016-05-08 03:06:44.884598] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:06:44.994939] <172.16.103.57:60269>: Released r
[2016-05-08 03:06:45.013362] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:45.064562] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:45.073631] <172.16.103.57:60269>: Released e
[2016-05-08 03:06:45.422500] <172.16.103.57:60269>: Pressed c
[2016-05-08 03:06:45.433561] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:45.491505] <172.16.103.57:60269>: Released c
[2016-05-08 03:06:45.501391] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:45.530205] <172.16.103.57:60269>: Pressed f
[2016-05-08 03:06:45.539943] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:45.560682] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:45.619189] <172.16.103.57:60269>: Pressed r
[2016-05-08 03:06:45.728552] <172.16.103.57:60269>: Released f
[2016-05-08 03:06:45.739315] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:06:45.786838] <172.16.103.57:60269>: Released r
[2016-05-08 03:06:45.805925] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:45.826954] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:45.835766] <172.16.103.57:60269>: Released e
[2016-05-08 03:06:46.105634] <172.16.103.57:60269>: Pressed c
[2016-05-08 03:06:47.040942] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:47.041023] <172.16.103.57:60269>: Released c
[2016-05-08 03:06:47.041055] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:47.041089] <172.16.103.57:60269>: Pressed f
[2016-05-08 03:06:47.041116] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:47.047231] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:47.121388] <172.16.103.57:60269>: Pressed r
[2016-05-08 03:06:47.212292] <172.16.103.57:60269>: Released f
[2016-05-08 03:06:47.252248] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:06:47.270192] <172.16.103.57:60269>: Released r
[2016-05-08 03:06:47.360454] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:47.420048] <172.16.103.57:60269>: Released e
[2016-05-08 03:06:47.528806] <172.16.103.57:60269>: Pressed c
[2016-05-08 03:06:47.679893] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:47.849293] <172.16.103.57:60269>: Pressed x
[2016-05-08 03:06:47.907273] <172.16.103.57:60269>: Released c
